date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2025-08-23,Genoa,Lecce,0,0,0.56563,0.55094,D
2025-08-23,Sassuolo,Napoli,0,2,0.298477,1.55456,A
2025-08-23,Milan,Cremonese,1,2,2.08498,0.363576,A
2025-08-23,Roma,Bologna,1,0,1.47691,0.443508,H
2025-08-24,Cagliari,Fiorentina,1,1,1.51736,1.14261,D
2025-08-24,Como,Lazio,2,0,1.28478,0.202984,H
2025-08-24,Atalanta,Pisa,1,1,2.04697,1.02901,D
2025-08-24,Juventus,Parma,2,0,2.74202,0.815567,H
2025-08-25,Udinese,Verona,1,1,1.05058,0.799203,D
2025-08-25,Inter,Torino,5,0,2.60956,0.816232,H
2025-08-29,Cremonese,Sassuolo,3,2,3.52949,1.32978,H
2025-08-29,Lecce,Milan,0,2,0.481693,2.13175,A
2025-08-30,Bologna,Como,1,0,1.51584,0.521585,H
2025-08-30,Parma,Atalanta,1,1,0.751112,1.19727,D
2025-08-30,Pisa,Roma,0,1,0.6627,0.953921,A
2025-08-30,Napoli,Cagliari,1,0,1.73158,0.64413,H
2025-08-31,Genoa,Juventus,0,1,0.593013,1.55128,A
2025-08-31,Torino,Fiorentina,0,0,1.05012,1.18859,D
2025-08-31,Inter,Udinese,1,2,1.67172,1.20014,A
2025-08-31,Lazio,Verona,4,0,3.96645,0.600485,H
2025-09-13,Cagliari,Parma,2,0,1.76945,1.95549,H
2025-09-13,Juventus,Inter,4,3,0.768943,1.01628,H
2025-09-13,Fiorentina,Napoli,1,3,1.39098,3.55376,A
2025-09-14,Roma,Torino,0,1,1.02943,0.805089,A
2025-09-14,Pisa,Udinese,0,1,1.27587,1.72902,A
2025-09-14,Atalanta,Lecce,4,1,2.62415,0.532382,H
2025-09-14,Sassuolo,Lazio,1,0,1.2156,0.858246,H
2025-09-14,Milan,Bologna,1,0,1.15538,0.198634,H
2025-09-15,Verona,Cremonese,0,0,1.8883,0.166346,D
2025-09-15,Como,Genoa,1,1,1.56467,2.54288,D
2025-09-19,Lecce,Cagliari,1,2,1.13998,2.21034,A
2025-09-20,Bologna,Genoa,2,1,1.78786,0.794732,H
2025-09-20,Verona,Juventus,1,1,1.65885,0.470357,D
2025-09-20,Udinese,Milan,0,3,0.298364,1.70251,A
2025-09-21,Lazio,Roma,0,1,0.666967,1.22639,A
2025-09-21,Torino,Atalanta,0,3,1.31336,1.67723,A
2025-09-21,Cremonese,Parma,0,0,0.172561,0.902031,D
2025-09-21,Fiorentina,Como,1,2,0.424904,2.09507,A
2025-09-21,Inter,Sassuolo,2,1,3.12186,0.850824,H
2025-09-22,Napoli,Pisa,3,2,1.18611,2.51985,H
2025-09-27,Como,Cremonese,1,1,1.44033,0.564557,D
2025-09-27,Juventus,Atalanta,1,1,1.84242,0.885278,D
2025-09-27,Cagliari,Inter,0,2,0.475174,3.95419,A
2025-09-28,Sassuolo,Udinese,3,1,2.31332,1.19344,H
2025-09-28,Pisa,Fiorentina,0,0,0.580471,0.840093,D
2025-09-28,Roma,Verona,2,0,1.30542,1.35351,H
2025-09-28,Lecce,Bologna,2,2,2.09017,1.5908,D
2025-09-28,Milan,Napoli,2,1,0.952575,2.23894,H
2025-09-29,Parma,Torino,2,1,1.44462,0.660829,H
2025-09-29,Genoa,Lazio,0,3,1.47659,3.54059,A
2025-10-03,Verona,Sassuolo,0,1,0.810981,1.5058,A
2025-10-04,Lazio,Torino,3,3,1.45075,2.18108,D
2025-10-04,Parma,Lecce,0,1,1.08896,0.622459,A
2025-10-04,Inter,Cremonese,4,1,4.65231,0.619599,H
2025-10-04,Atalanta,Como,1,1,1.74169,0.959121,D
2025-10-05,Udinese,Cagliari,1,1,2.98545,0.789093,D
2025-10-05,Bologna,Pisa,4,0,3.69928,0.0265067,H
2025-10-05,Fiorentina,Roma,1,2,1.11719,1.22512,A
2025-10-05,Napoli,Genoa,2,1,1.87915,0.691583,H
2025-10-05,Juventus,Milan,0,0,0.570595,1.55707,D
2025-10-18,Lecce,Sassuolo,0,0,0.66998,0.77146,D
2025-10-18,Pisa,Verona,0,0,0.572009,1.65491,D
2025-10-18,Torino,Napoli,1,0,1.90815,1.71911,H
2025-10-18,Roma,Inter,0,1,2.1538,0.96386,A
2025-10-19,Como,Juventus,2,0,1.68785,0.964723,H
2025-10-19,Cagliari,Bologna,0,2,0.367775,1.15836,A
2025-10-19,Genoa,Parma,0,0,2.21692,0.0544873,D
2025-10-19,Atalanta,Lazio,0,0,2.38095,0.220276,D
2025-10-19,Milan,Fiorentina,2,1,2.01853,0.965997,H
2025-10-20,Cremonese,Udinese,1,1,1.22876,0.962572,D
2025-10-24,Milan,Pisa,2,2,1.97232,1.22514,D
2025-10-25,Udinese,Lecce,3,2,1.51576,0.373551,H
2025-10-25,Parma,Como,0,0,1.56651,0.387121,D
2025-10-25,Napoli,Inter,3,1,1.18626,2.07077,H
2025-10-25,Cremonese,Atalanta,1,1,0.967146,1.62371,D
2025-10-26,Torino,Genoa,2,1,1.8196,1.9796,H
2025-10-26,Verona,Cagliari,2,2,2.03687,0.837271,D
2025-10-26,Sassuolo,Roma,0,1,0.949353,2.25968,A
2025-10-26,Fiorentina,Bologna,2,2,3.87905,0.883347,D
2025-10-26,Lazio,Juventus,1,0,0.905304,1.24614,H
2025-10-28,Lecce,Napoli,0,1,1.02929,0.92446,A
2025-10-28,Atalanta,Milan,1,1,1.28167,0.626418,D
2025-10-29,Como,Verona,3,1,1.74279,1.69938,H
2025-10-29,Juventus,Udinese,3,1,3.30641,0.604108,H
2025-10-29,Roma,Parma,2,1,1.15685,1.17796,H
2025-10-29,Bologna,Torino,0,0,0.3322,0.797473,D
2025-10-29,Genoa,Cremonese,0,2,1.3491,1.57974,A
2025-10-29,Inter,Fiorentina,3,0,2.87253,0.741937,H
2025-10-30,Cagliari,Sassuolo,1,2,0.845219,0.937652,A
2025-10-30,Pisa,Lazio,0,0,0.780185,0.657914,D
2025-11-01,Udinese,Atalanta,1,0,0.707338,0.270197,H
2025-11-01,Napoli,Como,0,0,0.762314,1.17012,D
2025-11-01,Cremonese,Juventus,1,2,0.611392,2.61402,A
2025-11-02,Verona,Inter,1,2,0.372642,1.15025,A
2025-11-02,Fiorentina,Lecce,0,1,1.38997,1.3239,A
2025-11-02,Torino,Pisa,2,2,1.22388,1.90329,D
2025-11-02,Parma,Bologna,1,3,0.622333,3.51745,A
