date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2024-08-17,Genoa,Inter,2,2,2.31286,2.00656,D
2024-08-17,Parma,Fiorentina,1,1,1.83796,0.81313,D
2024-08-17,Empoli,Monza,0,0,0.578573,0.327848,D
2024-08-17,Milan,Torino,2,2,2.1004,0.876602,D
2024-08-18,Verona,Napoli,3,0,1.80536,0.975176,H
2024-08-18,Bologna,Udinese,1,1,3.3102,0.944621,D
2024-08-18,Cagliari,Roma,0,0,1.30634,1.29639,D
2024-08-18,Lazio,Venezia,3,1,2.33223,0.789649,H
2024-08-19,Lecce,Atalanta,0,4,1.88414,2.45909,A
2024-08-19,Juventus,Como,3,0,1.30582,0.171238,H
2024-08-24,Parma,Milan,2,1,2.46266,2.09812,H
2024-08-24,Udinese,Lazio,2,1,1.11581,1.68277,H
2024-08-24,Monza,Genoa,0,1,0.401371,0.660299,A
2024-08-24,Inter,Lecce,2,0,2.48059,0.335346,H
2024-08-25,Fiorentina,Venezia,0,0,0.660213,1.01295,D
2024-08-25,Torino,Atalanta,2,1,2.49919,3.08667,H
2024-08-25,Napoli,Bologna,3,0,2.07052,0.544518,H
2024-08-25,Roma,Empoli,1,2,2.04246,3.0773,A
2024-08-26,Cagliari,Como,1,1,1.03532,2.08973,D
2024-08-26,Verona,Juventus,0,3,0.878611,1.36151,A
2024-08-30,Venezia,Torino,0,1,0.635612,1.80895,A
2024-08-30,Inter,Atalanta,4,0,2.28876,1.17772,H
2024-08-31,Lecce,Cagliari,1,0,2.34113,2.09263,H
2024-08-31,Bologna,Empoli,1,1,1.35876,1.11428,D
2024-08-31,Napoli,Parma,2,1,2.33511,1.90229,H
2024-08-31,Lazio,Milan,2,2,2.32967,1.34242,D
2024-09-01,Fiorentina,Monza,2,2,2.41541,0.489982,D
2024-09-01,Genoa,Verona,0,2,1.34735,2.09653,A
2024-09-01,Juventus,Roma,0,0,0.415282,0.382591,D
2024-09-01,Udinese,Como,1,0,1.18455,1.65728,H
2024-09-14,Como,Bologna,2,2,1.45782,1.15087,D
2024-09-14,Empoli,Juventus,0,0,0.601249,0.726024,D
2024-09-14,Milan,Venezia,4,0,2.18898,0.263269,H
2024-09-15,Genoa,Roma,1,1,1.59603,2.65805,D
2024-09-15,Atalanta,Fiorentina,3,2,2.4507,1.96392,H
2024-09-15,Torino,Lecce,0,0,0.447368,1.6617,D
2024-09-15,Cagliari,Napoli,0,4,0.881581,1.42805,A
2024-09-15,Monza,Inter,1,1,0.217777,1.8081,D
2024-09-16,Parma,Udinese,2,3,0.87968,3.08828,A
2024-09-16,Lazio,Verona,2,1,1.79243,0.533276,H
2024-09-20,Cagliari,Empoli,0,2,1.68655,1.02688,A
2024-09-20,Verona,Torino,2,3,0.777792,1.96682,A
2024-09-21,Venezia,Genoa,2,0,2.33503,0.388857,H
2024-09-21,Juventus,Napoli,0,0,0.419301,0.233773,D
2024-09-21,Lecce,Parma,2,2,1.25857,2.054,D
2024-09-22,Fiorentina,Lazio,2,1,2.85634,1.14467,H
2024-09-22,Monza,Bologna,1,2,0.707402,1.45302,A
2024-09-22,Roma,Udinese,3,0,2.5658,0.525078,H
2024-09-22,Inter,Milan,1,2,0.941382,2.75751,A
2024-09-24,Atalanta,Como,2,3,1.31694,0.579703,A
2024-09-27,Milan,Lecce,3,0,2.43265,0.462274,H
2024-09-28,Udinese,Inter,2,3,0.984798,2.30465,A
2024-09-28,Genoa,Juventus,0,3,0.385259,2.91803,A
2024-09-28,Bologna,Atalanta,1,1,0.176428,2.47751,D
2024-09-29,Torino,Lazio,2,3,0.494815,2.24735,A
2024-09-29,Como,Verona,3,2,2.47493,1.5544,H
2024-09-29,Roma,Venezia,2,1,1.99001,2.02845,H
2024-09-29,Empoli,Fiorentina,0,0,0.44778,1.25438,D
2024-09-29,Napoli,Monza,2,0,1.35886,0.298287,H
2024-09-30,Parma,Cagliari,2,3,2.98598,3.057,A
2024-10-04,Napoli,Como,3,1,1.91407,0.638474,H
2024-10-04,Verona,Venezia,2,1,2.10738,1.43755,H
2024-10-05,Udinese,Lecce,1,0,1.56312,0.645952,H
2024-10-05,Atalanta,Genoa,5,1,4.0137,0.543171,H
2024-10-05,Inter,Torino,3,2,3.44641,1.29026,H
2024-10-06,Juventus,Cagliari,1,1,3.21709,1.045,D
2024-10-06,Lazio,Empoli,2,1,2.0459,0.912844,H
2024-10-06,Bologna,Parma,0,0,0.835615,1.08533,D
2024-10-06,Monza,Roma,1,1,1.11968,1.47893,D
2024-10-06,Fiorentina,Milan,2,1,1.94286,2.83446,H
2024-10-19,Genoa,Bologna,2,2,0.450285,1.15682,D
2024-10-19,Como,Parma,1,1,1.28527,0.918205,D
2024-10-19,Milan,Udinese,1,0,1.20398,0.522785,H
2024-10-19,Juventus,Lazio,1,0,1.49305,0.0648311,H
2024-10-20,Empoli,Napoli,0,1,1.00465,1.31758,A
2024-10-20,Venezia,Atalanta,0,2,0.881872,1.83371,A
2024-10-20,Lecce,Fiorentina,0,6,0.223823,2.21676,A
2024-10-20,Cagliari,Torino,3,2,1.51181,1.23394,H
2024-10-20,Roma,Inter,0,1,0.78742,0.796917,A
2024-10-21,Verona,Monza,0,3,0.81446,1.56377,A
2024-10-25,Udinese,Cagliari,2,0,1.12881,0.160634,H
2024-10-25,Torino,Como,1,0,1.56007,1.59554,H
2024-10-26,Napoli,Lecce,1,0,2.53236,0.57038,H
2024-10-26,Atalanta,Verona,6,1,3.84122,0.22446,H
2024-10-27,Parma,Empoli,1,1,1.43623,0.14913,D
2024-10-27,Monza,Venezia,2,2,0.903007,0.459902,D
2024-10-27,Lazio,Genoa,3,0,2.9799,0.261739,H
2024-10-27,Inter,Juventus,4,4,2.82542,2.36179,D
2024-10-27,Fiorentina,Roma,5,1,4.56893,0.657353,H
