date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2023-08-11,Almeria,Vallecano,0,2,1.1196,2.09532,A
2023-08-11,Sevilla,Valencia,1,2,0.714148,1.06796,A
2023-08-12,Sociedad,Girona,1,1,1.46019,1.27791,D
2023-08-12,Las Palmas,Mallorca,1,1,0.871699,1.49411,D
2023-08-12,Ath Bilbao,Real Madrid,0,2,0.700577,1.33266,A
2023-08-13,Celta,Osasuna,0,2,0.783184,0.964645,A
2023-08-13,Villarreal,Betis,1,2,0.737812,0.969349,A
2023-08-13,Getafe,Barcelona,0,0,0.804505,1.67817,D
2023-08-14,Cadiz,Alaves,1,0,0.822358,0.227442,H
2023-08-14,Ath Madrid,Granada,3,1,3.01246,1.13452,H
2023-08-18,Mallorca,Villarreal,0,1,0.370077,2.12458,A
2023-08-18,Valencia,Las Palmas,1,0,1.50324,0.741978,H
2023-08-19,Sociedad,Celta,1,1,0.917678,1.77937,D
2023-08-19,Almeria,Real Madrid,1,3,1.81328,2.8802,A
2023-08-19,Osasuna,Ath Bilbao,0,2,1.33582,1.88906,A
2023-08-20,Girona,Getafe,3,0,1.86612,0.754861,H
2023-08-20,Barcelona,Cadiz,2,0,3.42524,1.11132,H
2023-08-20,Betis,Ath Madrid,0,0,1.02642,0.34492,D
2023-08-21,Alaves,Sevilla,4,3,2.17962,0.958638,H
2023-08-21,Granada,Vallecano,0,2,0.837141,2.7851,A
2023-08-25,Las Palmas,Sociedad,0,0,1.56933,1.11751,D
2023-08-25,Celta,Real Madrid,0,1,1.17827,1.6167,A
2023-08-26,Cadiz,Almeria,1,1,1.56203,0.271622,D
2023-08-26,Granada,Mallorca,3,2,1.81377,2.50232,H
2023-08-26,Sevilla,Girona,1,2,1.93643,1.07498,A
2023-08-27,Villarreal,Barcelona,3,4,1.87195,2.95807,A
2023-08-27,Valencia,Osasuna,1,2,1.87647,1.45939,A
2023-08-27,Ath Bilbao,Betis,4,2,2.86727,0.346198,H
2023-08-28,Getafe,Alaves,1,0,2.67029,0.860623,H
2023-08-28,Vallecano,Ath Madrid,0,7,0.542939,3.29424,A
2023-09-01,Cadiz,Villarreal,3,1,1.97214,0.494033,H
2023-09-01,Almeria,Celta,2,3,3.16421,1.96028,A
2023-09-02,Sociedad,Granada,5,3,2.08686,0.549509,H
2023-09-02,Real Madrid,Getafe,2,1,2.64665,0.893748,H
2023-09-02,Alaves,Valencia,1,0,1.90475,0.715753,H
2023-09-02,Betis,Vallecano,1,0,0.91924,1.53554,H
2023-09-03,Girona,Las Palmas,1,0,1.42397,1.18696,H
2023-09-03,Mallorca,Ath Bilbao,0,0,0.403052,0.645541,D
2023-09-03,Osasuna,Barcelona,1,2,0.801843,1.77255,A
2023-09-15,Vallecano,Alaves,2,0,2.64605,0.556231,H
2023-09-16,Ath Bilbao,Cadiz,3,0,4.05837,0.238836,H
2023-09-16,Valencia,Ath Madrid,3,0,2.22142,0.564083,H
2023-09-16,Celta,Mallorca,0,1,2.06489,0.853213,A
2023-09-16,Barcelona,Betis,5,0,2.54628,0.852869,H
2023-09-17,Getafe,Osasuna,3,2,0.736469,1.29606,H
2023-09-17,Villarreal,Almeria,2,1,1.43205,1.76794,H
2023-09-17,Sevilla,Las Palmas,1,0,2.43059,1.03513,H
2023-09-17,Real Madrid,Sociedad,2,1,2.56902,2.1546,H
2023-09-18,Granada,Girona,2,4,1.97263,2.1418,A
2023-09-22,Alaves,Ath Bilbao,0,2,1.97317,1.77623,A
2023-09-23,Girona,Mallorca,5,3,4.19225,2.42602,H
2023-09-23,Osasuna,Sevilla,0,0,1.57361,0.693906,D
2023-09-23,Barcelona,Celta,3,2,1.82246,1.67938,H
2023-09-23,Almeria,Valencia,2,2,2.46387,0.995742,D
2023-09-24,Sociedad,Getafe,4,3,2.13384,1.59398,H
2023-09-24,Vallecano,Villarreal,1,1,1.0345,1.0365,D
2023-09-24,Betis,Cadiz,1,1,2.70742,0.570946,D
2023-09-24,Las Palmas,Granada,1,0,0.701293,0.0378648,H
2023-09-24,Ath Madrid,Real Madrid,3,1,1.79578,0.847915,H
2023-09-26,Sevilla,Almeria,5,1,2.90509,1.37069,H
2023-09-26,Mallorca,Barcelona,2,2,1.21366,1.62815,D
2023-09-27,Ath Bilbao,Getafe,2,2,0.60877,1.30782,D
2023-09-27,Villarreal,Girona,1,2,1.89071,2.29941,A
2023-09-27,Real Madrid,Las Palmas,2,0,2.71542,0.618032,H
2023-09-27,Cadiz,Vallecano,0,0,0.35761,0.258447,D
2023-09-27,Valencia,Sociedad,0,1,0.356756,0.29355,A
2023-09-28,Granada,Betis,1,1,1.55108,0.870668,D
2023-09-28,Celta,Alaves,1,1,0.497466,2.39712,D
2023-09-28,Osasuna,Ath Madrid,0,2,0.759357,1.22827,A
2023-09-29,Barcelona,Sevilla,1,0,2.5598,1.07557,H
2023-09-30,Getafe,Villarreal,0,0,0.768368,0.112227,D
2023-09-30,Vallecano,Mallorca,2,2,1.78616,1.33689,D
2023-09-30,Girona,Real Madrid,0,3,2.17781,2.78602,A
2023-09-30,Sociedad,Ath Bilbao,3,0,1.38238,1.96039,H
2023-10-01,Almeria,Granada,3,3,2.24188,3.51421,D
2023-10-01,Alaves,Osasuna,0,2,1.5824,1.26744,A
2023-10-01,Ath Madrid,Cadiz,3,2,3.10102,0.677345,H
2023-10-01,Betis,Valencia,3,0,2.53745,0.510459,H
2023-10-02,Las Palmas,Celta,2,1,1.46382,1.54337,H
2023-10-06,Ath Bilbao,Almeria,3,0,3.02889,0.0892217,H
2023-10-07,Cadiz,Girona,0,1,0.653575,1.26462,A
2023-10-07,Real Madrid,Osasuna,4,0,4.47802,0.164111,H
2023-10-07,Mallorca,Valencia,1,1,0.919992,0.509313,D
2023-10-07,Sevilla,Vallecano,2,2,0.807105,0.998714,D
2023-10-08,Villarreal,Las Palmas,1,2,1.16305,1.1602,A
2023-10-08,Ath Madrid,Sociedad,2,1,2.94239,0.928071,H
2023-10-08,Celta,Getafe,2,2,3.02859,1.00866,D
2023-10-08,Alaves,Betis,1,1,1.89594,0.872851,D
2023-10-08,Granada,Barcelona,2,2,0.611577,2.99552,D
2023-10-20,Osasuna,Granada,2,0,1.79846,0.776224,H
2023-10-21,Sociedad,Mallorca,1,0,2.0056,2.03914,H
2023-10-21,Getafe,Betis,1,1,1.86677,1.42816,D
2023-10-21,Sevilla,Real Madrid,1,1,1.8723,2.17904,D
