date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2026-03-09,Espanol,Oviedo,1,1,1.55092,0.886689,D
2026-03-13,Alaves,Villarreal,1,1,0.287232,0.873846,D
2026-03-14,Girona,Ath Bilbao,3,0,2.19442,1.97271,H
2026-03-14,Ath Madrid,Getafe,1,0,2.14469,1.58248,H
2026-03-14,Oviedo,Valencia,1,0,1.8648,0.486871,H
2026-03-14,Real Madrid,Elche,4,1,1.72531,1.3711,H
2026-03-15,Mallorca,Espanol,2,1,2.1497,1.35243,H
2026-03-15,Barcelona,Sevilla,5,2,3.8639,1.04304,H
2026-03-15,Betis,Celta,1,1,1.87752,0.646702,D
2026-03-15,Sociedad,Osasuna,3,1,2.91429,0.615126,H
2026-03-16,Vallecano,Levante,1,1,1.68134,1.45599,D
2026-03-20,Villarreal,Sociedad,3,1,3.35586,0.894953,H
2026-03-21,Elche,Mallorca,2,1,1.51605,1.51939,H
2026-03-21,Espanol,Getafe,1,2,1.51208,2.06384,A
2026-03-21,Levante,Oviedo,4,2,2.92669,1.33569,H
2026-03-21,Osasuna,Girona,1,0,2.26232,0.232115,H
2026-03-21,Sevilla,Valencia,0,2,0.505411,1.7133,A
2026-03-22,Barcelona,Vallecano,1,0,1.92205,2.19631,H
2026-03-22,Celta,Alaves,3,4,1.70969,1.67221,A
2026-03-22,Ath Bilbao,Betis,2,1,1.92715,0.591202,H
2026-03-22,Real Madrid,Ath Madrid,3,2,2.96605,1.40234,H
2026-04-03,Vallecano,Elche,1,0,1.51493,0.601974,H
2026-04-04,Sociedad,Levante,2,0,2.96404,0.320219,H
2026-04-04,Mallorca,Real Madrid,2,1,1.03875,1.51454,H
2026-04-04,Betis,Espanol,0,0,2.00215,0.144091,D
2026-04-04,Ath Madrid,Barcelona,1,2,0.919286,2.68584,A
2026-04-05,Getafe,Ath Bilbao,2,0,1.96345,0.524379,H
2026-04-05,Valencia,Celta,2,3,0.720964,1.457,A
2026-04-05,Oviedo,Sevilla,1,0,0.785105,0.840736,H
2026-04-05,Alaves,Osasuna,2,2,1.65967,1.61149,D
2026-04-06,Girona,Villarreal,1,0,0.653493,0.443518,H
2026-04-10,Real Madrid,Girona,1,1,1.98086,0.46667,D
2026-04-11,Sociedad,Alaves,3,3,1.295,1.206,D
2026-04-11,Elche,Valencia,1,0,1.03489,2.76889,H
2026-04-11,Barcelona,Espanol,4,1,3.30789,1.13134,H
2026-04-11,Sevilla,Ath Madrid,2,1,1.6578,0.855474,H
2026-04-12,Osasuna,Betis,1,1,1.52928,0.411183,D
2026-04-12,Mallorca,Vallecano,3,0,2.54659,1.97051,H
2026-04-12,Celta,Oviedo,0,3,1.15878,2.12846,A
2026-04-12,Ath Bilbao,Villarreal,1,2,1.31935,1.55144,A
2026-04-13,Levante,Getafe,1,0,3.32797,0.290983,H
2026-04-21,Ath Bilbao,Osasuna,1,0,0.49013,1.39553,H
2026-04-21,Mallorca,Valencia,1,1,2.24468,1.39393,D
2026-04-21,Real Madrid,Alaves,2,1,1.504,1.62967,H
2026-04-21,Girona,Betis,2,3,1.72891,1.24954,A
2026-04-22,Elche,Ath Madrid,3,2,3.62854,0.846836,H
2026-04-22,Sociedad,Getafe,0,1,1.90157,0.215233,A
2026-04-22,Barcelona,Celta,1,0,1.54451,1.07392,H
2026-04-23,Levante,Sevilla,2,0,1.2081,0.444478,H
2026-04-23,Vallecano,Espanol,1,0,2.06977,1.68535,H
2026-04-23,Oviedo,Villarreal,1,1,2.52849,3.25021,D
2026-04-24,Betis,Real Madrid,1,1,1.01953,1.09576,D
2026-04-25,Alaves,Mallorca,2,1,1.40767,0.221499,H
2026-04-25,Getafe,Barcelona,0,2,0.607664,2.05171,A
2026-04-25,Valencia,Girona,2,1,2.31263,1.38799,H
2026-04-25,Ath Madrid,Ath Bilbao,3,2,2.47955,0.970599,H
2026-04-26,Vallecano,Sociedad,3,3,3.18496,2.39684,D
2026-04-26,Oviedo,Elche,1,2,0.772271,0.621829,A
2026-04-26,Osasuna,Sevilla,2,1,2.14254,0.553816,H
2026-04-26,Villarreal,Celta,2,1,2.409,2.05297,H
