date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2025-04-12,Man City,Crystal Palace,5,2,4.59724,1.33808,H
2025-04-12,Brighton,Leicester,2,2,3.6978,1.98444,D
2025-04-12,Nott'm Forest,Everton,0,1,0.423949,1.26036,A
2025-04-12,Southampton,Aston Villa,0,3,0.412256,2.99927,A
2025-04-12,Arsenal,Brentford,1,1,0.767369,0.588583,D
2025-04-13,Chelsea,Ipswich,2,2,2.90758,1.60301,D
2025-04-13,Liverpool,West Ham,2,1,1.42902,1.46598,H
2025-04-13,Wolves,Tottenham,4,2,2.22977,1.62887,H
2025-04-13,Newcastle,Man United,4,1,2.6383,0.786568,H
2025-04-14,Bournemouth,Fulham,1,0,1.8577,1.07203,H
2025-04-16,Newcastle,Crystal Palace,5,0,2.32947,2.37548,H
2025-04-19,Brentford,Brighton,4,2,2.95516,1.24107,H
2025-04-19,Crystal Palace,Bournemouth,0,0,0.337818,0.664093,D
2025-04-19,Everton,Man City,0,2,0.81683,1.87989,A
2025-04-19,West Ham,Southampton,1,1,0.98423,0.922877,D
2025-04-19,Aston Villa,Newcastle,4,1,3.05371,1.27176,H
2025-04-20,Fulham,Chelsea,1,2,0.306122,0.75172,A
2025-04-20,Ipswich,Arsenal,0,4,0.192879,2.81362,A
2025-04-20,Man United,Wolves,0,1,1.13966,0.187814,A
2025-04-20,Leicester,Liverpool,0,1,0.232205,4.52706,A
2025-04-21,Tottenham,Nott'm Forest,1,2,2.4024,0.557682,A
2025-04-22,Man City,Aston Villa,2,1,1.36232,1.85906,H
2025-04-23,Arsenal,Crystal Palace,2,2,1.92149,2.50515,D
2025-04-26,Chelsea,Everton,1,0,0.768313,0.916838,H
2025-04-26,Brighton,West Ham,3,2,1.29433,1.24134,H
2025-04-26,Newcastle,Ipswich,3,0,4.11539,0.127203,H
2025-04-26,Southampton,Fulham,1,2,0.935581,1.9956,A
2025-04-26,Wolves,Leicester,3,0,2.57666,1.04978,H
2025-04-27,Bournemouth,Man United,1,1,0.60995,1.91039,D
2025-04-27,Liverpool,Tottenham,5,1,2.51104,0.512812,H
2025-05-01,Nott'm Forest,Brentford,0,2,0.670607,1.52054,A
2025-05-02,Man City,Wolves,1,0,0.859463,0.622455,H
2025-05-03,Aston Villa,Fulham,1,0,1.29013,0.702787,H
2025-05-03,Everton,Ipswich,2,2,0.808481,1.14351,D
2025-05-03,Leicester,Southampton,2,0,1.60739,0.550774,H
2025-05-03,Arsenal,Bournemouth,1,2,2.05484,1.41783,A
2025-05-04,West Ham,Tottenham,1,1,1.15166,0.847022,D
2025-05-04,Brighton,Newcastle,1,1,0.687863,1.63777,D
2025-05-04,Brentford,Man United,4,3,3.58737,1.13404,H
2025-05-04,Chelsea,Liverpool,3,1,3.51944,1.4267,H
2025-05-05,Crystal Palace,Nott'm Forest,1,1,2.34037,0.63684,D
2025-05-10,Fulham,Everton,1,3,1.20869,1.32604,A
2025-05-10,Ipswich,Brentford,0,1,0.717433,1.32077,A
2025-05-10,Southampton,Man City,0,0,0.136995,1.58463,D
2025-05-10,Wolves,Brighton,0,2,0.73395,1.41254,A
2025-05-10,Bournemouth,Aston Villa,0,1,1.02272,1.12376,A
2025-05-11,Newcastle,Chelsea,2,0,1.6703,0.646426,H
2025-05-11,Man United,West Ham,0,2,2.31287,2.15985,A
2025-05-11,Nott'm Forest,Leicester,2,2,1.76909,1.22949,D
2025-05-11,Tottenham,Crystal Palace,0,2,0.806792,3.98546,A
2025-05-11,Liverpool,Arsenal,2,2,2.74682,2.18795,D
2025-05-16,Aston Villa,Tottenham,2,0,1.69061,0.523016,H
2025-05-16,Chelsea,Man United,1,0,1.29571,0.337632,H
2025-05-18,Everton,Southampton,2,0,2.67793,1.05025,H
2025-05-18,West Ham,Nott'm Forest,1,2,0.850457,2.14756,A
2025-05-18,Brentford,Fulham,2,3,2.43045,1.61741,A
2025-05-18,Leicester,Ipswich,2,0,0.788544,1.36957,H
2025-05-18,Arsenal,Newcastle,1,0,1.15958,2.24634,H
2025-05-19,Brighton,Liverpool,3,2,2.17789,3.065,H
2025-05-20,Crystal Palace,Wolves,4,2,1.68451,1.42886,H
2025-05-20,Man City,Bournemouth,3,1,1.59779,0.962014,H
2025-05-25,Nott'm Forest,Chelsea,0,1,1.58014,1.30874,A
2025-05-25,Newcastle,Everton,0,1,1.1591,1.07279,A
2025-05-25,Man United,Aston Villa,2,0,2.96259,0.335222,H
2025-05-25,Liverpool,Crystal Palace,1,1,1.92122,1.4144,D
2025-05-25,Tottenham,Brighton,1,4,1.85265,3.11624,A
2025-05-25,Southampton,Arsenal,1,2,0.598144,2.40711,A
2025-05-25,Wolves,Brentford,1,1,1.10889,1.97196,D
2025-05-25,Bournemouth,Leicester,2,0,2.72449,0.156702,H
2025-05-25,Ipswich,West Ham,1,3,0.893095,0.967379,A
2025-05-25,Fulham,Man City,0,2,2.21797,2.45923,A
