date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2022-08-05,Crystal Palace,Arsenal,0,2,1.20637,1.43601,A
2022-08-06,Fulham,Liverpool,2,2,1.26822,2.34111,D
2022-08-06,Bournemouth,Aston Villa,2,0,0.588341,0.488895,H
2022-08-06,Leeds,Wolves,2,1,0.88917,1.10119,H
2022-08-06,Newcastle,Nott'm Forest,2,0,1.8591,0.235825,H
2022-08-06,Tottenham,Southampton,4,1,1.6172,0.386546,H
2022-08-06,Everton,Chelsea,0,1,0.541983,1.92315,A
2022-08-07,Man United,Brighton,1,2,1.42103,1.7289,A
2022-08-07,Leicester,Brentford,2,2,0.455695,0.931067,D
2022-08-07,West Ham,Man City,0,2,0.246188,2.58739,A
2022-08-13,Aston Villa,Everton,2,1,2.66696,1.37507,H
2022-08-13,Brighton,Newcastle,0,0,1.60835,0.183952,D
2022-08-13,Man City,Bournemouth,4,0,1.69064,0.123946,H
2022-08-13,Southampton,Leeds,2,2,1.40906,1.99694,D
2022-08-13,Wolves,Fulham,0,0,0.975375,1.08813,D
2022-08-13,Arsenal,Leicester,4,2,3.0107,0.690679,H
2022-08-13,Brentford,Man United,4,0,1.38785,0.896038,H
2022-08-14,Nott'm Forest,West Ham,1,0,1.9717,2.08634,H
2022-08-14,Chelsea,Tottenham,2,2,1.83945,1.58708,D
2022-08-15,Liverpool,Crystal Palace,1,1,2.23596,1.64468,D
2022-08-20,Tottenham,Wolves,1,0,1.46608,0.686123,H
2022-08-20,Crystal Palace,Aston Villa,3,1,2.91137,0.803828,H
2022-08-20,Everton,Nott'm Forest,1,1,1.43408,0.918315,D
2022-08-20,Fulham,Brentford,3,2,2.89934,1.59352,H
2022-08-20,Leicester,Southampton,1,2,0.242948,1.24155,A
2022-08-20,Bournemouth,Arsenal,0,3,0.211335,1.71081,A
2022-08-21,Leeds,Chelsea,3,0,2.20971,0.692492,H
2022-08-21,West Ham,Brighton,0,2,0.768634,1.82645,A
2022-08-21,Newcastle,Man City,3,3,2.2127,3.67382,D
2022-08-22,Man United,Liverpool,2,1,2.01764,1.52301,H
2022-08-27,Southampton,Man United,0,1,1.35887,1.34359,A
2022-08-27,Brentford,Everton,1,1,2.28391,1.65465,D
2022-08-27,Brighton,Leeds,1,0,1.60986,1.14874,H
2022-08-27,Chelsea,Leicester,2,1,1.74916,1.96023,H
2022-08-27,Liverpool,Bournemouth,9,0,4.86035,0.180991,H
2022-08-27,Man City,Crystal Palace,4,2,2.3853,0.091976,H
2022-08-27,Arsenal,Fulham,2,1,2.47427,0.926007,H
2022-08-28,Aston Villa,West Ham,0,1,0.304555,0.334589,A
2022-08-28,Wolves,Newcastle,1,1,1.13248,1.93362,D
2022-08-28,Nott'm Forest,Tottenham,0,2,0.801369,2.44473,A
2022-08-30,Fulham,Brighton,2,1,1.07093,1.75359,H
2022-08-30,Crystal Palace,Brentford,1,1,0.777363,1.61808,D
2022-08-30,Southampton,Chelsea,2,1,1.44086,1.5047,H
2022-08-30,Leeds,Everton,1,1,1.04551,1.17189,D
2022-08-31,Man City,Nott'm Forest,6,0,3.83759,0.729752,H
2022-08-31,Arsenal,Aston Villa,2,1,2.79971,0.297168,H
2022-08-31,Bournemouth,Wolves,0,0,0.362035,1.53246,D
2022-08-31,West Ham,Tottenham,1,1,1.52267,0.723285,D
2022-08-31,Liverpool,Newcastle,2,1,1.76119,0.643546,H
2022-09-01,Leicester,Man United,0,1,0.615266,1.09969,A
2022-09-03,Everton,Liverpool,0,0,1.39169,1.38617,D
